,LSLR Program,Public or Consumer,Work Address,Status,Zip,Ward,Date Completed,program,ZIP,BOTH AS REQUIRED or Consumer,Type of Service,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address,row,classification_for_entire_service_line,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,matched_address,m_is_intersection,_merge
8816,Breaks & Leaks LSLR,CONSUMER,4518 N MCVICKER AVE,Completed,60630,38.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,4518 N MCVICKER AVE,9069,Breaks Leaks 4518 N MCVICKER AVE,"4518 N MCVICKER AVE, CHICAGO IL 60630",,,,,,,,,,,,,,,left_only
8850,Homeowner Initiated LSLR,BOTH AS REQUIRED,822 N Winchester,Completed,60622,36.0,2025-04-04 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-04,822 N WINCHESTER,9103,Homeowner Initiated 822 N WINCHESTER,"822 N WINCHESTER, CHICAGO IL 60622",,,,,,,,,,,,,,,left_only
8877,Homeowner Initiated LSLR,BOTH AS REQUIRED,1035 w Byron,Completed,60613,46.0,2025-04-03 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-03,1035 W BYRON,9130,Homeowner Initiated 1035 W BYRON,"1035 W BYRON, CHICAGO IL 60613",,,,,,,,,,,,,,,left_only
8894,Breaks & Leaks LSLR,CONSUMER,2422 W MCLEAN AVE,Completed,60647,1.0,2025-04-03 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-03,2422 W MCLEAN AVE,9147,Breaks Leaks 2422 W MCLEAN AVE,"2422 W MCLEAN AVE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
8898,Breaks & Leaks LSLR,PUBLIC,2422 W MCLEAN AVE,Completed,60647,1.0,2025-04-03 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-03,2422 W MCLEAN AVE,9151,Breaks Leaks 2422 W MCLEAN AVE,"2422 W MCLEAN AVE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
8910,Homeowner Initiated LSLR,BOTH AS REQUIRED,3025 W Ainslie,Completed,60625,33.0,2025-04-01 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-01,3025 W AINSLIE,9163,Homeowner Initiated 3025 W AINSLIE,"3025 W AINSLIE, CHICAGO IL 60625",,,,,,,,,,,,,,,left_only
9099,Homeowner Initiated LSLR,BOTH AS REQUIRED,3804 N LEAVITT STREET,Completed,60618,47.0,2025-03-24 08:41:47,Homeowner Initiated,,,,2025.0,03/2025,03-24,3804 N LEAVITT STREET,9352,Homeowner Initiated 3804 N LEAVITT STREET,"3804 N LEAVITT STREET, CHICAGO IL 60618",,,,,,,,,,,,,,,left_only
9102,Homeowner Initiated LSLR,BOTH AS REQUIRED,1241 S. California Blvd,Completed,60608,28.0,2025-03-24 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-24,1241 S CALIFORNIA BLVD,9355,Homeowner Initiated 1241 S CALIFORNIA BLVD,"1241 S CALIFORNIA BLVD, CHICAGO IL 60608",,,,,,,,,,,,,,,left_only
9117,Homeowner Initiated LSLR,BOTH AS REQUIRED,4517 S STATE,Completed,60609,3.0,2025-03-24 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-24,4517 S STATE,9370,Homeowner Initiated 4517 S STATE,"4517 S STATE, CHICAGO IL 60609",,,,,,,,,,,,,,,left_only
9125,Homeowner Initiated LSLR,BOTH AS REQUIRED,1433 n Oakley,Completed,60622,1.0,2025-03-24 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-24,1433 N OAKLEY,9378,Homeowner Initiated 1433 N OAKLEY,"1433 N OAKLEY, CHICAGO IL 60622",,,,,,,,,,,,,,,left_only
9126,Homeowner Initiated LSLR,BOTH AS REQUIRED,7807 s ridgeland,Completed,60649,8.0,2025-03-24 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-24,7807 S RIDGELAND,9379,Homeowner Initiated 7807 S RIDGELAND,"7807 S RIDGELAND, CHICAGO IL 60649",,,,,,,,,,,,,,,left_only
9146,Homeowner Initiated LSLR,BOTH AS REQUIRED,2702 s union,Completed,60616,11.0,2025-03-21 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-21,2702 S UNION,9400,Homeowner Initiated 2702 S UNION,"2702 S UNION, CHICAGO IL 60616",,,,,,,,,,,,,,,left_only
9147,Homeowner Initiated LSLR,BOTH AS REQUIRED,3448 W. POTOMAC,Completed,60651,26.0,2025-03-21 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-21,3448 W POTOMAC,9401,Homeowner Initiated 3448 W POTOMAC,"3448 W POTOMAC, CHICAGO IL 60651",,,,,,,,,,,,,,,left_only
9155,Homeowner Initiated LSLR,BOTH AS REQUIRED,10011 S Carpenter,Completed,60643,21.0,2025-03-20 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-20,10011 S CARPENTER,9409,Homeowner Initiated 10011 S CARPENTER,"10011 S CARPENTER, CHICAGO IL 60643",,,,,,,,,,,,,,,left_only
9167,Homeowner Initiated LSLR,BOTH AS REQUIRED,2924 s Loomis,Completed,60608,11.0,2025-03-20 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-20,2924 S LOOMIS,9421,Homeowner Initiated 2924 S LOOMIS,"2924 S LOOMIS, CHICAGO IL 60608",,,,,,,,,,,,,,,left_only
9170,Homeowner Initiated LSLR,BOTH AS REQUIRED,3702 s Wallace,Completed,60609,11.0,2025-03-20 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-20,3702 S WALLACE,9424,Homeowner Initiated 3702 S WALLACE,"3702 S WALLACE, CHICAGO IL 60609",,,,,,,,,,,,,,,left_only
9184,Equity LSLR,BOTH AS REQUIRED,5065 W GLADYS AVE THOUSE C,Completed,60644,29.0,2025-03-20 00:00:00,Equity,,,,2025.0,03/2025,03-20,5065 W GLADYS AVE THOUSE C,9438,Equity 5065 W GLADYS AVE THOUSE C,"5065 W GLADYS AVE THOUSE C, CHICAGO IL 60644",,,,,,,,,,,,,,,left_only
9187,Homeowner Initiated LSLR,BOTH AS REQUIRED,1111 N Massasoit,Completed,60651,29.0,2025-03-20 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-20,1111 N MASSASOIT,9441,Homeowner Initiated 1111 N MASSASOIT,"1111 N MASSASOIT, CHICAGO IL 60651",,,,,,,,,,,,,,,left_only
9191,Homeowner Initiated LSLR,BOTH AS REQUIRED,12018 20 S. Indiana Avenue,Completed,60628,9.0,2025-03-20 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-20,12018 S INDIANA AVENUE,9445,Homeowner Initiated 12018 S INDIANA AVENUE,"12018 S INDIANA AVENUE, CHICAGO IL 60628",,,,,,,,,,,,,,,left_only
9225,Homeowner Initiated LSLR,BOTH AS REQUIRED,5347 n Wayne,Completed,60640,48.0,2025-03-19 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-19,5347 N WAYNE,9479,Homeowner Initiated 5347 N WAYNE,"5347 N WAYNE, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
9265,Homeowner Initiated LSLR,BOTH AS REQUIRED,5014 n. Rockwell,Completed,60625,40.0,2025-03-17 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-17,5014 N ROCKWELL,9519,Homeowner Initiated 5014 N ROCKWELL,"5014 N ROCKWELL, CHICAGO IL 60625",,,,,,,,,,,,,,,left_only
9276,Homeowner Initiated LSLR,BOTH AS REQUIRED,1838 W Belle Plaine,Completed,60613,47.0,2025-03-17 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-17,1838 W BELLE PLAINE,9530,Homeowner Initiated 1838 W BELLE PLAINE,"1838 W BELLE PLAINE, CHICAGO IL 60613",,,,,,,,,,,,,,,left_only
9302,Homeowner Initiated LSLR,BOTH AS REQUIRED,2724 W Jerome,Completed,60645,50.0,2025-03-13 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-13,2724 W JEROME,9557,Homeowner Initiated 2724 W JEROME,"2724 W JEROME, CHICAGO IL 60645",,,,,,,,,,,,,,,left_only
9321,Breaks & Leaks LSLR,CONSUMER,4834 W 47TH ST,Completed,60609,12.0,2025-03-12 11:15:00,Breaks Leaks,,,,2025.0,03/2025,03-12,4834 W 47TH ST,9576,Breaks Leaks 4834 W 47TH ST,"4834 W 47TH ST, CHICAGO IL 60609",,,,,,,,,,,,,,,left_only
9322,Breaks & Leaks LSLR,PUBLIC,4834 W 47TH ST,Completed,60609,12.0,2025-03-12 11:15:00,Breaks Leaks,,,,2025.0,03/2025,03-12,4834 W 47TH ST,9577,Breaks Leaks 4834 W 47TH ST,"4834 W 47TH ST, CHICAGO IL 60609",,,,,,,,,,,,,,,left_only
9327,Homeowner Initiated LSLR,BOTH AS REQUIRED,1413 W. Taylor,Completed,60607,28.0,2025-03-12 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-12,1413 W TAYLOR,9582,Homeowner Initiated 1413 W TAYLOR,"1413 W TAYLOR, CHICAGO IL 60607",,,,,,,,,,,,,,,left_only
9359,Homeowner Initiated LSLR,BOTH AS REQUIRED,831 W. ALTGELD,Completed,60614,43.0,2025-03-11 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-11,831 W ALTGELD,9614,Homeowner Initiated 831 W ALTGELD,"831 W ALTGELD, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9374,Breaks & Leaks LSLR,PUBLIC,11221 S AVENUE O,Completed,60617,10.0,2025-03-11 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-11,11221 S AVENUE O,9630,Breaks Leaks 11221 S AVENUE O,"11221 S AVENUE O, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9377,Breaks & Leaks LSLR,CONSUMER,11221 S AVENUE O,Completed,60617,10.0,2025-03-11 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-11,11221 S AVENUE O,9633,Breaks Leaks 11221 S AVENUE O,"11221 S AVENUE O, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9387,Homeowner Initiated LSLR,BOTH AS REQUIRED,5418 S DREXEL,Completed,60615,20.0,2025-03-10 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-10,5418 S DREXEL,9643,Homeowner Initiated 5418 S DREXEL,"5418 S DREXEL, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
9401,Homeowner Initiated LSLR,BOTH AS REQUIRED,2934 N. Avers,Completed,60618,31.0,2025-03-10 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-10,2934 N AVERS,9657,Homeowner Initiated 2934 N AVERS,"2934 N AVERS, CHICAGO IL 60618",,,,,,,,,,,,,,,left_only
9417,Homeowner Initiated LSLR,BOTH AS REQUIRED,652-54 w Gordon Ter / 907865,Completed,60613,46.0,2025-03-10 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-10,652 W GORDON TER / 907865,9673,Homeowner Initiated 652 W GORDON TER / 907865,"652 W GORDON TER / 907865, CHICAGO IL 60613",,,,,,,,,,,,,,,left_only
9423,Homeowner Initiated LSLR,BOTH AS REQUIRED,5500 w Pensacola,Completed,60641,45.0,2025-03-07 07:23:46,Homeowner Initiated,,,,2025.0,03/2025,03-07,5500 W PENSACOLA,9679,Homeowner Initiated 5500 W PENSACOLA,"5500 W PENSACOLA, CHICAGO IL 60641",,,,,,,,,,,,,,,left_only
9491,CIP SM LSLR,PUBLIC,"2659 N WAYNE AVE, UNIT B",Completed,60614,32.0,2025-03-06 00:00:00,CIP Sewer Main,,,,2025.0,03/2025,03-06,2659 N WAYNE AVE UNIT B,9748,CIP Sewer Main 2659 N WAYNE AVE UNIT B,"2659 N WAYNE AVE UNIT B, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9492,CIP SM LSLR,CONSUMER,"2659 N WAYNE AVE, UNIT A",Completed,60614,32.0,2025-03-06 00:00:00,CIP Sewer Main,,,,2025.0,03/2025,03-06,2659 N WAYNE AVE UNIT A,9749,CIP Sewer Main 2659 N WAYNE AVE UNIT A,"2659 N WAYNE AVE UNIT A, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9493,CIP SM LSLR,PUBLIC,"2659 N WAYNE AVE, UNIT A",Completed,60614,32.0,2025-03-06 00:00:00,CIP Sewer Main,,,,2025.0,03/2025,03-06,2659 N WAYNE AVE UNIT A,9750,CIP Sewer Main 2659 N WAYNE AVE UNIT A,"2659 N WAYNE AVE UNIT A, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9506,CIP SM LSLR,CONSUMER,"2659 N WAYNE AVE, UNIT B",Completed,60614,32.0,2025-03-06 00:00:00,CIP Sewer Main,,,,2025.0,03/2025,03-06,2659 N WAYNE AVE UNIT B,9763,CIP Sewer Main 2659 N WAYNE AVE UNIT B,"2659 N WAYNE AVE UNIT B, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9522,Breaks & Leaks LSLR,PUBLIC,13442 S AVENUE N,Completed,60633,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,13442 S AVENUE N,9779,Breaks Leaks 13442 S AVENUE N,"13442 S AVENUE N, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
9523,Breaks & Leaks LSLR,CONSUMER,13442 S AVENUE N,Completed,60633,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,13442 S AVENUE N,9780,Breaks Leaks 13442 S AVENUE N,"13442 S AVENUE N, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
9566,Breaks & Leaks LSLR,CONSUMER,13151 S AVENUE M,Completed,60633,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,13151 S AVENUE M,9821,Breaks Leaks 13151 S AVENUE M,"13151 S AVENUE M, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
9578,Breaks & Leaks LSLR,PUBLIC,13151 S AVENUE M,Completed,60633,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,13151 S AVENUE M,9833,Breaks Leaks 13151 S AVENUE M,"13151 S AVENUE M, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
9607,Breaks & Leaks LSLR,CONSUMER,10057 S AVENUE L,Completed,60617,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,10057 S AVENUE L,9862,Breaks Leaks 10057 S AVENUE L,"10057 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9608,Breaks & Leaks LSLR,PUBLIC,10057 S AVENUE L,Completed,60617,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,10057 S AVENUE L,9863,Breaks Leaks 10057 S AVENUE L,"10057 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9618,Breaks & Leaks LSLR,CONSUMER,1218 E MADISON PKWY,Completed,60615,4.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,1218 E MADISON PKWY,9873,Breaks Leaks 1218 E MADISON PKWY,"1218 E MADISON PKWY, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
9619,Breaks & Leaks LSLR,PUBLIC,1218 E MADISON PKWY,Completed,60615,4.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,1218 E MADISON PKWY,9874,Breaks Leaks 1218 E MADISON PKWY,"1218 E MADISON PKWY, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
9630,Breaks & Leaks LSLR,CONSUMER,10948 S AVENUE L,Completed,60617,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,10948 S AVENUE L,9885,Breaks Leaks 10948 S AVENUE L,"10948 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9631,Breaks & Leaks LSLR,PUBLIC,10948 S AVENUE L,Completed,60617,10.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,10948 S AVENUE L,9886,Breaks Leaks 10948 S AVENUE L,"10948 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
9664,Breaks & Leaks LSLR,PUBLIC,4842 N MCVICKER AVE,Completed,60630,45.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,4842 N MCVICKER AVE,9919,Breaks Leaks 4842 N MCVICKER AVE,"4842 N MCVICKER AVE, CHICAGO IL 60630",,,,,,,,,,,,,,,left_only
9665,Breaks & Leaks LSLR,CONSUMER,4842 N MCVICKER AVE,Completed,60630,45.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,4842 N MCVICKER AVE,9920,Breaks Leaks 4842 N MCVICKER AVE,"4842 N MCVICKER AVE, CHICAGO IL 60630",,,,,,,,,,,,,,,left_only
9770,Breaks & Leaks LSLR,PUBLIC,6854 S DR MARTIN LUTHER KING JR DR,Completed,60637,6.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,6854 S DR MARTIN LUTHER KING JR DR,10025,Breaks Leaks 6854 S DR MARTIN LUTHER KING JR DR,"6854 S DR MARTIN LUTHER KING JR DR, CHICAGO IL 60637",,,,,,,,,,,,,,,left_only
9779,Breaks & Leaks LSLR,CONSUMER,6854 S DR MARTIN LUTHER KING JR DR,Completed,60637,6.0,2025-03-05 00:00:00,Breaks Leaks,,,,2025.0,03/2025,03-05,6854 S DR MARTIN LUTHER KING JR DR,10034,Breaks Leaks 6854 S DR MARTIN LUTHER KING JR DR,"6854 S DR MARTIN LUTHER KING JR DR, CHICAGO IL 60637",,,,,,,,,,,,,,,left_only
9803,Homeowner Initiated LSLR,BOTH AS REQUIRED,1416 N. BOSWORTH,Completed,60642,1.0,2025-03-05 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-05,1416 N BOSWORTH,10058,Homeowner Initiated 1416 N BOSWORTH,"1416 N BOSWORTH, CHICAGO IL 60642",,,,,,,,,,,,,,,left_only
9805,Homeowner Initiated LSLR,BOTH AS REQUIRED,2109 W. Eastwood,Completed,60625,47.0,2025-03-05 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-05,2109 W EASTWOOD,10060,Homeowner Initiated 2109 W EASTWOOD,"2109 W EASTWOOD, CHICAGO IL 60625",,,,,,,,,,,,,,,left_only
9808,Homeowner Initiated LSLR,BOTH AS REQUIRED,3728 n Paulina,Completed,60613,47.0,2025-03-05 00:00:00,Homeowner Initiated,,,,2025.0,03/2025,03-05,3728 N PAULINA,10063,Homeowner Initiated 3728 N PAULINA,"3728 N PAULINA, CHICAGO IL 60613",,,,,,,,,,,,,,,left_only
9859,Homeowner Initiated LSLR,BOTH AS REQUIRED,3819 w arthington,Completed,60624,,2025-02-28 11:21:00,Homeowner Initiated,,,,2025.0,02/2025,02-28,3819 W ARTHINGTON,10114,Homeowner Initiated 3819 W ARTHINGTON,"3819 W ARTHINGTON, CHICAGO IL 60624",,,,,,,,,,,,,,,left_only
9906,Homeowner Initiated LSLR,BOTH AS REQUIRED,2501 n. Sacramento,Completed,60647,1.0,2025-02-26 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-26,2501 N SACRAMENTO,10161,Homeowner Initiated 2501 N SACRAMENTO,"2501 N SACRAMENTO, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
9907,Homeowner Initiated LSLR,BOTH AS REQUIRED,509 W Armitage,Completed,60614,43.0,2025-02-26 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-26,509 W ARMITAGE,10162,Homeowner Initiated 509 W ARMITAGE,"509 W ARMITAGE, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9908,Homeowner Initiated LSLR,BOTH AS REQUIRED,556 W FULLERTON,Completed,60614,43.0,2025-02-26 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-26,556 W FULLERTON,10163,Homeowner Initiated 556 W FULLERTON,"556 W FULLERTON, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9952,Homeowner Initiated LSLR,BOTH AS REQUIRED,441 W Belden,Completed,60614,43.0,2025-02-25 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-25,441 W BELDEN,10201,Homeowner Initiated 441 W BELDEN,"441 W BELDEN, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
9953,Homeowner Initiated LSLR,BOTH AS REQUIRED,3655 W. McLean ave,Completed,60647,26.0,2025-02-25 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-25,3655 W MCLEAN AVE,10202,Homeowner Initiated 3655 W MCLEAN AVE,"3655 W MCLEAN AVE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
10053,Homeowner Initiated LSLR,BOTH AS REQUIRED,5524 w Byron,Completed,60056,30.0,2025-02-20 17:06:16,Homeowner Initiated,,,,2025.0,02/2025,02-20,5524 W BYRON,10302,Homeowner Initiated 5524 W BYRON,"5524 W BYRON, CHICAGO IL 60056",,,,,,,,,,,,,,,left_only
10054,Homeowner Initiated LSLR,BOTH AS REQUIRED,5644 N Winthrop,Completed,60660,,2025-02-20 17:05:37,Homeowner Initiated,,,,2025.0,02/2025,02-20,5644 N WINTHROP,10303,Homeowner Initiated 5644 N WINTHROP,"5644 N WINTHROP, CHICAGO IL 60660",,,,,,,,,,,,,,,left_only
10063,Homeowner Initiated LSLR,BOTH AS REQUIRED,2600 W 25TH STREET,Completed,60608,25.0,2025-02-19 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-19,2600 W 25TH STREET,10312,Homeowner Initiated 2600 W 25TH STREET,"2600 W 25TH STREET, CHICAGO IL 60608",,,,,,,,,,,,,,,left_only
10064,Homeowner Initiated LSLR,BOTH AS REQUIRED,2451 n. Sawyer,Completed,60647,35.0,2025-02-19 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-19,2451 N SAWYER,10313,Homeowner Initiated 2451 N SAWYER,"2451 N SAWYER, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
10065,Homeowner Initiated LSLR,BOTH AS REQUIRED,1704 N Mohawk Street,Completed,60614,43.0,2025-02-19 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-19,1704 N MOHAWK STREET,10314,Homeowner Initiated 1704 N MOHAWK STREET,"1704 N MOHAWK STREET, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
10066,Homeowner Initiated LSLR,BOTH AS REQUIRED,1448 W Diversey Parkway,Completed,60614,32.0,2025-02-19 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-19,1448 W DIVERSEY PARKWAY,10315,Homeowner Initiated 1448 W DIVERSEY PARKWAY,"1448 W DIVERSEY PARKWAY, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
10068,Homeowner Initiated LSLR,BOTH AS REQUIRED,2023 n drake ave,Completed,60647,26.0,2025-02-19 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-19,2023 N DRAKE AVE,10317,Homeowner Initiated 2023 N DRAKE AVE,"2023 N DRAKE AVE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
10069,Breaks & Leaks LSLR,CONSUMER,5905 W ERIE ST,Completed,60644,29.0,2025-02-18 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-18,5905 W ERIE ST,10318,Breaks Leaks 5905 W ERIE ST,"5905 W ERIE ST, CHICAGO IL 60644",,,,,,,,,,,,,,,left_only
10073,Breaks & Leaks LSLR,PUBLIC,5905 W ERIE ST,Completed,60644,29.0,2025-02-18 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-18,5905 W ERIE ST,10322,Breaks Leaks 5905 W ERIE ST,"5905 W ERIE ST, CHICAGO IL 60644",,,,,,,,,,,,,,,left_only
10084,Homeowner Initiated LSLR,BOTH AS REQUIRED,2021 w Shakespeare,Completed,60647,32.0,2025-02-14 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-14,2021 W SHAKESPEARE,10334,Homeowner Initiated 2021 W SHAKESPEARE,"2021 W SHAKESPEARE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
10146,Homeowner Initiated LSLR,BOTH AS REQUIRED,632 34 W. 26rth St,Completed,60616,11.0,2025-02-11 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-11,632 W 26RTH ST,10396,Homeowner Initiated 632 W 26RTH ST,"632 W 26RTH ST, CHICAGO IL 60616",,,,,,,,,,,,,,,left_only
10147,Homeowner Initiated LSLR,BOTH AS REQUIRED,8146 S. Avalon,Completed,60619,8.0,2025-02-11 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-11,8146 S AVALON,10397,Homeowner Initiated 8146 S AVALON,"8146 S AVALON, CHICAGO IL 60619",,,,,,,,,,,,,,,left_only
10149,Equity LSLR,BOTH AS REQUIRED,13521 23 S AVENUE N,Completed,60633,10.0,2025-02-11 00:00:00,Equity,,,,2025.0,02/2025,02-11,13521 S AVENUE N,10399,Equity 13521 S AVENUE N,"13521 S AVENUE N, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
10164,Homeowner Initiated LSLR,BOTH AS REQUIRED,2942 w Warren,Completed,60612,27.0,2025-02-10 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-10,2942 W WARREN,10415,Homeowner Initiated 2942 W WARREN,"2942 W WARREN, CHICAGO IL 60612",,,,,,,,,,,,,,,left_only
10167,Homeowner Initiated LSLR,BOTH AS REQUIRED,1340 W NEWPORT AVENUE,Completed,60657,44.0,2025-02-07 00:00:00,Homeowner Initiated,,,,2025.0,02/2025,02-07,1340 W NEWPORT AVENUE,10418,Homeowner Initiated 1340 W NEWPORT AVENUE,"1340 W NEWPORT AVENUE, CHICAGO IL 60657",,,,,,,,,,,,,,,left_only
10458,Breaks & Leaks LSLR,CONSUMER,10121 S AVENUE N,Completed,60617,10.0,2025-02-05 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-05,10121 S AVENUE N,10707,Breaks Leaks 10121 S AVENUE N,"10121 S AVENUE N, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
10459,Breaks & Leaks LSLR,PUBLIC,10121 S AVENUE N,Completed,60617,10.0,2025-02-05 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-05,10121 S AVENUE N,10708,Breaks Leaks 10121 S AVENUE N,"10121 S AVENUE N, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
10468,Breaks & Leaks LSLR,CONSUMER,11431 S DR MARTIN LUTHER KING JR DR,Completed,60628,9.0,2025-02-05 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-05,11431 S DR MARTIN LUTHER KING JR DR,10717,Breaks Leaks 11431 S DR MARTIN LUTHER KING JR DR,"11431 S DR MARTIN LUTHER KING JR DR, CHICAGO IL 60628",,,,,,,,,,,,,,,left_only
10469,Breaks & Leaks LSLR,PUBLIC,11431 S DR MARTIN LUTHER KING JR DR,Completed,60628,9.0,2025-02-05 00:00:00,Breaks Leaks,,,,2025.0,02/2025,02-05,11431 S DR MARTIN LUTHER KING JR DR,10718,Breaks Leaks 11431 S DR MARTIN LUTHER KING JR DR,"11431 S DR MARTIN LUTHER KING JR DR, CHICAGO IL 60628",,,,,,,,,,,,,,,left_only
10596,Homeowner Initiated LSLR,BOTH AS REQUIRED,3430 W. Lyndale Ave,Completed,60647,,2025-02-03 18:16:00,Homeowner Initiated,,,,2025.0,02/2025,02-03,3430 W LYNDALE AVE,10845,Homeowner Initiated 3430 W LYNDALE AVE,"3430 W LYNDALE AVE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
